year,date,type,registration,operator,fatalities,location,country,category,damage,season
1979,1979-11-13,Curtiss C-46F,C-GYHT,Lambair,0,near Churchill-Metrop...,Canada,Accident,hull-loss,Fall
1979,1979-11-13,Douglas C-47A (DC-3),PT-KVT,Con. Tec. Operacional de Aviacao,0,near Cascavel Airport...,Brazil,Accident,hull-loss,Fall
1979,1979-11-15,Boeing 727,,American Airlines,0,near Washington-Dulle...,USA,Criminal Occurrence,repairable damage,Fall
1979,1979-11-16,Martin 4-0-4,N40438,Nevada Airlines,0,Grand Canyon-Nat...,USA,Accident,hull-loss,Fall
1979,1979-11-16,Yakovlev Yak-40,CCCP-87454,"Aeroflot, Leningrad",3,Vologda Airport ...,Russia,Accident,hull-loss,Fall
1979,1979-11-18,Fokker F-27 Friendship 200,S2-ABG,Biman Bangladesh,0,Savar,Bangladesh,Accident,hull-loss,Fall
1979,1979-11-18,Lockheed L-188CF Electra,N859U,Transamerica Airlines,3,"Salt Lake City, UT",USA,Accident,hull-loss,Fall
1979,1979-11-19,Douglas RC-54V (DC-4),N8060C,Tiburon Aircraft Inc,2,"near McCormick, SC",USA,Accident,hull-loss,Fall
1979,1979-11-19,Cessna 500 Citation I,N555AJ,National Jet Industries,2,near Denver-Arapahoe ...,USA,Accident,hull-loss,Fall
1979,1979-11-19,IAI Arava 201,T-201,Ecuador Army,16,LojaLoja Airport...,Ecuador,Accident,hull-loss,Fall
1979,1979-11-21,IAI Arava 102,LV-MRX,YPF,8,"near Puerto Williams,...",Chile,Accident,hull-loss,Fall
1979,1979-11-23,Ilyushin Il-76,CCCP-86714,Soviet AF,7,near Vitebsk Airport ...,Belarus,Accident,hull-loss,Fall
1979,1979-11-23,DC-10-40,,JAL,0,Tokyo-Narita Air...,Japan,Hijacking,repairable damage,Fall
1979,1979-11-24,Convair CV-440-86,N444JM,Mackey Int. Airlines,0,near Freeport-Grand B...,Bahamas,Accident,hull-loss,Fall
1979,1979-11-24,Boeing 727,,American Airlines,0,El Paso Internat...,USA,Hijacking,repairable damage,Fall
1979,1979-11-26,Boeing 707-340C,AP-AWZ,PIA,156,near Taif,Saudi Arabia,Accident,hull-loss,Fall
1979,1979-11-26,U-1A Otter (DHC-3),C-FJIK,Smithers Air Service,3,"Takla Narrows, BC",Canada,Accident,hull-loss,Fall
1979,1979-11-27,Hawker Siddeley HS-125-600B,236,Irish AF,0,Dublin-Baldonnel...,Ireland,Accident,hull-loss,Fall
1979,1979-11-28,DC-10-30,ZK-NZP,Air New Zealand,257,Mount Erebus,Antarctica,Accident,hull-loss,Fall
1979,1979-11-30,Boeing 707-373C,HZ-ACE,Saudi Arabian,0,Jeddah Internati...,Saudi Arabia,Accident,hull-loss,Fall
1979,1979-12-02,Learjet 24,N300JA,ERA Helicopters,0,Unalaska Airport...,USA,Accident,hull-loss,Winter
1979,1979-12-03,DHC-6 Twin Otter 300,N8061V,Evergreen Helicopters,4,"near Nome, AK",USA,Accident,hull-loss,Winter
1979,1979-12-10,Learjet 36A,I-AIFA,Ferruzzi,5,near Forli Airport (FRL),Italy,Accident,hull-loss,Winter
1979,1979-12-11,Douglas DC-3C,N7302,Commercial Air Freight Inc,0,Oaxaca,Mexico,Accident,hull-loss,Winter
1979,1979-12-12,Martin 4-0-4,CP-1440,CAMBA,10,near Apolo Airport (APB),Bolivia,Accident,hull-loss,Winter
1979,1979-12-15,Cessna 500 Citation I,YV-O-MAC-1,Ministerio de Agricultura y Cria,2,Machiques,Venezuela,Accident,hull-loss,Winter
1979,1979-12-18,Douglas C-54D (DC-4),FAC-1106,SATENA,21,Cerro Toledo,Colombia,Accident,hull-loss,Winter
1979,1979-12-19,DHC-6 Twin Otter 300,HK-1710-W,An-Son Drilling,4,near Oroque,Colombia,Accident,hull-loss,Winter
1979,1979-12-22,DHC-5D Buffalo,FAP-348,Peruvian AF,29,near Puerto Esperanza,Peru,Accident,hull-loss,Winter
1979,1979-12-23,Curtiss C-46D,CP-777,Frigorificos Movima,0,near La Paz,Bolivia,Accident,hull-loss,Winter
1979,1979-12-23,Fokker F-28 Fellowship 1000,TC-JAT,THY,41,near Ankara-Esenboga ...,Turkey,Accident,hull-loss,Winter
